Cooling Electricity Savings (kWH),7020.0
Heating Savings,548.418
Cooling Expense Savings ($),851.5260000000001
Heating Expense Savings ($),6016.145460000001
Total Savings ($),6867.6714600000005
Implementation Cost ($),1712.9699999999998
Payback Period (years),0.24942515232084206
